"month","year","H_OVALIS","SEDIMENT","TIDAL","DEPTH","monthly_avg_temp_2.0m","monthly_avg_temp_9.0m","monthly_mean_coral_cover_percentage","monthly_fish_species"
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.631570101,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",2.26225996,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.809139967,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",3.870579958,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","subtidal",1.912879944,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",4.192120075,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.109339952,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",5.512559891,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",12.63210011,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",11.06970024,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.837229967,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.165999889,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",10.07549953,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",5.141719818,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",8.713450432,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",11.66300011,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.374739885,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",12.66709995,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.548579931,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.613610029,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.116110086,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",2.423520088,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.065429926,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",4.407269955,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.3443501,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.863899946,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","subtidal",4.404240131,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",4.647840023,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.954950094,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Rock","subtidal",10.02429962,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Reef","subtidal",2.078310013,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",2.465450048,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.391550064,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",3.791510105,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.324039936,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.641000032,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",4.990950108,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",4.503930092,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",12.17980003,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.645140171,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.158139944,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.094540119,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",4.413829803,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.125210047,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","subtidal",4.265069962,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.116549969,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",3.873339891,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Rock","subtidal",6.848320007,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",2.173160076,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",10.02830029,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.224349976,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.455570221,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.103130102,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","subtidal",3.653059959,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",5.267670155,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.198250055,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.413039923,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.096369982,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.214780092,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.123950005,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",5.074399948,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",3.07249999,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",7.2146101,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.383430004,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.901410103,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",3.021460056,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.053149939,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",1.888759971,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.056260109,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",3.748369932,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.598449945,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.322740078,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.298199892,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.918770075,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.582040071,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.758019924,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.18730998,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.693979979,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.487259865,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.222349882,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","subtidal",2.31427002,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",5.189489841,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",4.55727005,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",9.802009583,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",3.768049955,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",5.595739841,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.070610046,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",4.313549995,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",2.655740023,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",2.562680006,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",3.651220083,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",2.321480036,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.912580013,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",4.560919762,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.678890228,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.81633997,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",1.23616004,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",1.163800001,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.115530014,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.16283989,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.90899992,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.564539909,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.191999912,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.211390018,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",6.61413002,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",4.607089996,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.389389992,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",5.190340042,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",3.316459894,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.02782011,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.193880081,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Reef","subtidal",2.592930079,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.920380116,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.672549963,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.063390017,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.110490084,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.500349998,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",2.075939894,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",4.851830006,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.822000027,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",1.546390057,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.292910099,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.276550055,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",2.201050043,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Rock","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",6.122399807,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.870909929,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",2.133840084,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",4.415160179,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",10.19950008,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",1.780480027,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.992039919,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.019459963,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",1.919010043,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.235120058,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.56517005,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",2.1433599,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",2.214250088,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",3.710809946,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",1.055739999,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.070100069,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.109299898,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",2.391760111,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Mud","subtidal",2.077759981,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Rock","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",1.976840019,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",0.911849022,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",2.836950064,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",2.302479982,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.53399992,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"Yes","Sand","subtidal",1.912179947,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.69494009,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","intertidal",0,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",2.051879883,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",3.280230045,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",8.425829887,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Sand","subtidal",1.991260052,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
10,1999,"No","Mud","subtidal",3.896379948,25.8044322580645,25.6796870967742,22.8702493333333,71.7272727272727
