monthyear,Season,year,percent_coral_cover,num_fish,num_seagrass,water_temp,seasonal_water_temp,annual_water_temp
2009-08-01,Dry/Cool,2009,15.766352666666666,NA,0.5422535211267606,NA,NA,NA
2009-09-01,Dry/Cool,2009,15.676081666666667,NA,NA,NA,NA,NA
2009-10-01,Wet/Hot,2009,15.585831666666666,65.72727272727273,0.8242229367631297,NA,27.67955322580645,NA
2009-11-01,Wet/Hot,2009,15.48059825,73.33333333333333,0.5322884012539185,27.4181,27.67955322580645,NA
2009-12-01,Wet/Hot,2009,15.375453666666667,NA,0.49264705882352944,27.941006451612903,27.67955322580645,NA
2010-01-01,Wet/Hot,2010,15.285431333333333,61.625,NA,28.570243548387097,28.0944855062724,26.926766288082437
2010-02-01,Wet/Hot,2010,15.195523333333334,57.125,2.6296296296296298,29.1484625,28.0944855062724,26.926766288082437
2010-03-01,Wet/Hot,2010,15.105750666666667,74.55555555555556,NA,28.533070967741935,28.0944855062724,26.926766288082437
2010-04-01,Dry/Cool,2010,15.016132333333333,74,NA,27.174468333333333,25.759047069892475,26.926766288082437
2010-05-01,Dry/Cool,2010,14.91180725,NA,NA,26.36220483870968,25.759047069892475,26.926766288082437
2010-06-01,Dry/Cool,2010,14.807739,NA,0.2611232676878191,25.295180000000002,25.759047069892475,26.926766288082437
2010-07-01,Dry/Cool,2010,14.71878,NA,NA,24.641970967741937,25.759047069892475,26.926766288082437
2010-08-01,Dry/Cool,2010,14.63006,NA,NA,24.940201612903223,25.759047069892475,26.926766288082437
2010-09-01,Dry/Cool,2010,14.526889,NA,NA,26.140256666666666,25.759047069892475,26.926766288082437
2010-10-01,Wet/Hot,2010,14.424078666666666,76,0.4461181923522596,26.523116129032257,28.0944855062724,26.926766288082437
2010-11-01,Wet/Hot,2010,14.336286666666666,51,0.3941311852704258,27.040816666666665,28.0944855062724,26.926766288082437
2010-12-01,Wet/Hot,2010,14.248809666666666,54.44444444444444,0.22807017543859648,28.75120322580645,28.0944855062724,26.926766288082437
2011-01-01,Wet/Hot,2011,14.147187,59,NA,29.02172741935484,28.697387831429907,NA
2011-02-01,Wet/Hot,2011,14.0604335,71.75,NA,28.607726397515528,28.697387831429907,NA
2011-03-01,Wet/Hot,2011,13.9740885,54.583333333333336,0.23008849557522124,28.462709677419355,28.697387831429907,NA
2011-04-01,Dry/Cool,2011,13.873802,56.5,NA,26.97483,26.97483,NA
2011-05-01,Dry/Cool,2011,13.788288333333334,52.111111111111114,0.11926605504587157,NA,26.97483,NA
2011-06-01,Dry/Cool,2011,13.703191333333333,NA,0.08303249097472924,NA,26.97483,NA
2011-07-01,Dry/Cool,2011,13.646683,NA,NA,NA,26.97483,NA
