"date","mean_live_coral_cover_percent","lower_conf_int","upper_conf_int","conf_int_span"
1998-11-26,23.352141,21.746536,25.038362,3.291826
1998-12-06,23.338755,21.732901,25.025326,3.292425
1998-12-15,23.325304,21.719167,25.012264,3.293097
1998-12-25,23.311789,21.705336,24.999175,3.293839
1999-01-03,23.298212,21.691409,24.986062,3.294653
1999-01-13,23.284575,21.677391,24.972925,3.295534
1999-01-22,23.27088,21.663283,24.959764,3.296481
1999-02-01,23.257128,21.649087,24.94658,3.297493
1999-02-10,23.24332,21.634807,24.933374,3.298567
1999-02-20,23.229459,21.620444,24.920146,3.299702
1999-03-01,23.215546,21.606002,24.906898,3.300896
1999-03-11,23.201582,21.591484,24.893628,3.302144
1999-03-20,23.18757,21.576891,24.880339,3.303448
1999-03-30,23.173511,21.562226,24.86703,3.304804
1999-04-08,23.159406,21.547493,24.853702,3.306209
1999-04-18,23.145258,21.532694,24.840356,3.307662
1999-04-27,23.131067,21.517831,24.826991,3.30916
1999-05-07,23.116836,21.502908,24.813608,3.3107
1999-05-16,23.102566,21.487927,24.800207,3.31228
1999-05-26,23.088258,21.472891,24.786789,3.313898
1999-06-04,23.073915,21.457803,24.773354,3.315551
1999-06-14,23.059538,21.442665,24.759902,3.317237
1999-06-23,23.045128,21.427481,24.746434,3.318953
1999-07-03,23.030687,21.412254,24.732949,3.320695
1999-07-12,23.016217,21.396985,24.719448,3.322463
1999-07-22,23.001719,21.381679,24.705932,3.324253
1999-07-31,22.987195,21.366338,24.692399,3.326061
1999-08-10,22.972646,21.350964,24.678851,3.327887
1999-08-19,22.958075,21.335562,24.665287,3.329725
1999-08-29,22.943482,21.320133,24.651708,3.331575
1999-09-07,22.928869,21.30468,24.638114,3.333434
1999-09-17,22.914239,21.289207,24.624505,3.335298
1999-09-26,22.899591,21.273717,24.610881,3.337164
1999-10-06,22.884929,21.258212,24.597241,3.339029
1999-10-15,22.870253,21.242695,24.583587,3.340892
1999-10-25,22.855566,21.227169,24.569918,3.342749
1999-11-03,22.840868,21.211638,24.556234,3.344596
1999-11-13,22.826161,21.196103,24.542536,3.346433
1999-11-22,22.811448,21.180569,24.528822,3.348253
1999-12-02,22.796728,21.165037,24.515095,3.350058
1999-12-11,22.782005,21.149512,24.501352,3.35184
1999-12-21,22.767279,21.133995,24.487595,3.3536
1999-12-30,22.752552,21.118489,24.473823,3.355334
2000-01-09,22.737826,21.102998,24.460037,3.357039
2000-01-18,22.723102,21.087525,24.446237,3.358712
2000-01-28,22.708381,21.072072,24.432422,3.36035
2000-02-06,22.693666,21.056642,24.418593,3.361951
2000-02-16,22.678958,21.041238,24.40475,3.363512
2000-02-25,22.664258,21.025863,24.390892,3.365029
2000-03-06,22.649568,21.010519,24.37702,3.366501
2000-03-15,22.634889,20.995211,24.363134,3.367923
2000-03-25,22.620223,20.979939,24.349234,3.369295
2000-04-03,22.605572,20.964708,24.33532,3.370612
2000-04-13,22.590937,20.94952,24.321392,3.371872
2000-04-23,22.576319,20.934377,24.307451,3.373074
2000-05-02,22.56172,20.919283,24.293495,3.374212
2000-05-12,22.547142,20.90424,24.279527,3.375287
2000-05-21,22.532585,20.889251,24.265545,3.376294
2000-05-31,22.518052,20.874319,24.25155,3.377231
2000-06-09,22.503545,20.859446,24.237542,3.378096
2000-06-19,22.489063,20.844634,24.223521,3.378887
2000-06-28,22.47461,20.829888,24.209487,3.379599
2000-07-08,22.460187,20.815208,24.195441,3.380233
2000-07-17,22.445794,20.800599,24.181384,3.380785
2000-07-27,22.431434,20.786061,24.167314,3.381253
2000-08-05,22.417108,20.771599,24.153233,3.381634
2000-08-15,22.402817,20.757214,24.13914,3.381926
2000-08-24,22.388564,20.742909,24.125037,3.382128
2000-09-03,22.374348,20.728686,24.110923,3.382237
2000-09-12,22.360173,20.714548,24.096799,3.382251
2000-09-22,22.34604,20.700497,24.082666,3.382169
2000-10-01,22.331949,20.686535,24.068523,3.381988
2000-10-11,22.317902,20.672666,24.054371,3.381705
2000-10-21,22.303902,20.65889,24.040211,3.381321
2000-10-30,22.289948,20.645211,24.026044,3.380833
2000-11-09,22.276044,20.631631,24.011869,3.380238
2000-11-18,22.262189,20.618152,23.997688,3.379536
2000-11-28,22.248386,20.604775,23.983501,3.378726
2000-12-07,22.234637,20.591504,23.969308,3.377804
2000-12-17,22.220942,20.57834,23.955112,3.376772
2000-12-26,22.207303,20.565286,23.940911,3.375625
2001-01-05,22.193721,20.552343,23.926707,3.374364
2001-01-14,22.180199,20.539513,23.912502,3.372989
2001-01-24,22.166736,20.526798,23.898295,3.371497
2001-02-02,22.153336,20.514201,23.884087,3.369886
2001-02-12,22.139999,20.501722,23.869881,3.368159
2001-02-21,22.126725,20.489362,23.855675,3.366313
2001-03-03,22.113512,20.477119,23.84147,3.364351
2001-03-12,22.100361,20.464989,23.827266,3.362277
2001-03-22,22.087268,20.452971,23.813062,3.360091
2001-03-31,22.074235,20.441063,23.798858,3.357795
2001-04-10,22.061258,20.429262,23.784656,3.355394
2001-04-19,22.048337,20.417567,23.770453,3.352886
2001-04-29,22.035471,20.405974,23.756252,3.350278
2001-05-08,22.022658,20.394482,23.742051,3.347569
2001-05-18,22.009898,20.383088,23.727851,3.344763
2001-05-27,21.997188,20.371789,23.713652,3.341863
2001-06-06,21.984529,20.360584,23.699454,3.33887
2001-06-15,21.971918,20.349469,23.685258,3.335789
2001-06-25,21.959355,20.338443,23.671063,3.33262
2001-07-04,21.946838,20.327503,23.656871,3.329368
2001-07-14,21.934367,20.316646,23.64268,3.326034
2001-07-23,21.92194,20.30587,23.628493,3.322623
2001-08-02,21.909555,20.295172,23.614308,3.319136
2001-08-11,21.897212,20.28455,23.600127,3.315577
2001-08-21,21.88491,20.274001,23.58595,3.311949
2001-08-30,21.872647,20.263523,23.571777,3.308254
2001-09-09,21.860422,20.253112,23.557608,3.304496
2001-09-18,21.848234,20.242767,23.543445,3.300678
2001-09-28,21.836082,20.232485,23.529287,3.296802
2001-10-07,21.823965,20.222263,23.515136,3.292873
2001-10-17,21.811881,20.212098,23.50099,3.288892
2001-10-26,21.79983,20.201989,23.486852,3.284863
2001-11-05,21.78781,20.191931,23.472722,3.280791
2001-11-14,21.77582,20.181924,23.4586,3.276676
2001-11-24,21.763858,20.171963,23.444486,3.272523
2001-12-03,21.751925,20.162046,23.430382,3.268336
2001-12-13,21.740018,20.152171,23.416287,3.264116
2001-12-22,21.728137,20.142334,23.402203,3.259869
2002-01-01,21.71628,20.132534,23.38813,3.255596
2002-01-10,21.704447,20.122768,23.374068,3.2513
2002-01-20,21.692635,20.113032,23.360018,3.246986
2002-01-29,21.680844,20.103324,23.345981,3.242657
2002-02-08,21.669073,20.093642,23.331958,3.238316
2002-02-17,21.657321,20.083983,23.317948,3.233965
2002-02-27,21.645586,20.074344,23.303953,3.229609
2002-03-08,21.633868,20.064722,23.289972,3.22525
2002-03-18,21.622164,20.055116,23.276008,3.220892
2002-03-27,21.610475,20.045521,23.262059,3.216538
2002-04-06,21.598799,20.035936,23.248128,3.212192
2002-04-15,21.587135,20.026358,23.234214,3.207856
2002-04-25,21.575482,20.016784,23.220317,3.203533
2002-05-04,21.563838,20.007212,23.206439,3.199227
2002-05-14,21.552203,19.997639,23.19258,3.194941
2002-05-23,21.540575,19.988062,23.178741,3.190679
2002-06-02,21.528953,19.97848,23.164921,3.186441
2002-06-11,21.517337,19.968888,23.151122,3.182234
2002-06-21,21.505724,19.959286,23.137344,3.178058
2002-06-30,21.494115,19.949669,23.123588,3.173919
2002-07-10,21.482507,19.940037,23.109854,3.169817
2002-07-19,21.4709,19.930385,23.096142,3.165757
2002-07-29,21.459293,19.920713,23.082452,3.161739
2002-08-07,21.447684,19.911017,23.068786,3.157769
2002-08-17,21.436073,19.901294,23.055144,3.15385
2002-08-26,21.424458,19.891543,23.041526,3.149983
2002-09-05,21.412838,19.881761,23.027932,3.146171
2002-09-14,21.401212,19.871946,23.014362,3.142416
2002-09-24,21.389579,19.862096,23.000818,3.138722
2002-10-03,21.377939,19.852207,22.987298,3.135091
2002-10-13,21.366289,19.842278,22.973805,3.131527
2002-10-22,21.354629,19.832307,22.960336,3.128029
2002-11-01,21.342957,19.822291,22.946894,3.124603
2002-11-10,21.331273,19.812228,22.933477,3.121249
2002-11-20,21.319576,19.802116,22.920087,3.117971
2002-11-29,21.307864,19.791953,22.906723,3.11477
2002-12-09,21.296136,19.781737,22.893385,3.111648
2002-12-18,21.284392,19.771465,22.880073,3.108608
2002-12-28,21.27263,19.761136,22.866788,3.105652
2003-01-06,21.260849,19.750748,22.853528,3.10278
2003-01-16,21.249048,19.740298,22.840295,3.099997
2003-01-25,21.237225,19.729785,22.827088,3.097303
2003-02-04,21.225381,19.719207,22.813906,3.094699
2003-02-13,21.213514,19.708562,22.800751,3.092189
2003-02-23,21.201622,19.697848,22.78762,3.089772
2003-03-04,21.189705,19.687064,22.774515,3.087451
2003-03-14,21.177762,19.676207,22.761435,3.085228
2003-03-23,21.165791,19.665276,22.748379,3.083103
2003-04-02,21.153792,19.65427,22.735346,3.081076
2003-04-11,21.141763,19.643187,22.722338,3.079151
2003-04-21,21.129704,19.632025,22.709353,3.077328
2003-04-30,21.117613,19.620783,22.69639,3.075607
2003-05-10,21.105489,19.609459,22.683449,3.07399
2003-05-19,21.093332,19.598052,22.67053,3.072478
2003-05-29,21.08114,19.58656,22.657631,3.071071
2003-06-07,21.068912,19.574983,22.644752,3.069769
2003-06-17,21.056647,19.563319,22.631892,3.068573
2003-06-26,21.044344,19.551566,22.619051,3.067485
2003-07-06,21.032002,19.539723,22.606228,3.066505
2003-07-15,21.01962,19.52779,22.593421,3.065631
2003-07-25,21.007197,19.515766,22.580629,3.064863
2003-08-03,20.994732,19.503648,22.567853,3.064205
2003-08-13,20.982224,19.491436,22.55509,3.063654
2003-08-22,20.969672,19.47913,22.54234,3.06321
2003-09-01,20.957075,19.466728,22.529601,3.062873
2003-09-10,20.944432,19.45423,22.516873,3.062643
2003-09-20,20.931741,19.441633,22.504154,3.062521
2003-09-29,20.919002,19.428939,22.491442,3.062503
2003-10-09,20.906214,19.416146,22.478738,3.062592
2003-10-18,20.893376,19.403253,22.466038,3.062785
2003-10-28,20.880487,19.39026,22.453342,3.063082
2003-11-06,20.867545,19.377166,22.440648,3.063482
2003-11-16,20.85455,19.363971,22.427956,3.063985
2003-11-25,20.841501,19.350674,22.415262,3.064588
2003-12-05,20.828396,19.337275,22.402566,3.065291
2003-12-14,20.815236,19.323772,22.389867,3.066095
2003-12-24,20.802018,19.310167,22.377161,3.066994
2004-01-02,20.788741,19.296458,22.364449,3.067991
2004-01-12,20.775406,19.282645,22.351727,3.069082
2004-01-21,20.76201,19.268728,22.338995,3.070267
2004-01-31,20.748553,19.254707,22.32625,3.071543
2004-02-09,20.735034,19.240581,22.313491,3.07291
2004-02-19,20.721451,19.226351,22.300715,3.074364
2004-02-28,20.707805,19.212017,22.287921,3.075904
2004-03-09,20.694093,19.197577,22.275107,3.07753
2004-03-18,20.680315,19.183033,22.262271,3.079238
2004-03-28,20.66647,19.168384,22.24941,3.081026
2004-04-06,20.652557,19.15363,22.236523,3.082893
2004-04-16,20.638575,19.138772,22.223607,3.084835
2004-04-25,20.624522,19.123809,22.210661,3.086852
2004-05-05,20.610399,19.108742,22.197682,3.08894
2004-05-15,20.596204,19.09357,22.184668,3.091098
2004-05-24,20.581937,19.078295,22.171617,3.093322
2004-06-03,20.567595,19.062916,22.158526,3.09561
2004-06-12,20.553178,19.047433,22.145394,3.097961
2004-06-22,20.538686,19.031847,22.132217,3.10037
2004-07-01,20.524117,19.016158,22.118995,3.102837
2004-07-11,20.509471,19.000367,22.105724,3.105357
2004-07-20,20.494746,18.984474,22.092401,3.107927
2004-07-30,20.479941,18.968478,22.079026,3.110548
2004-08-08,20.465056,18.952382,22.065594,3.113212
2004-08-18,20.45009,18.936184,22.052104,3.11592
2004-08-27,20.435041,18.919886,22.038554,3.118668
2004-09-06,20.41991,18.903487,22.02494,3.121453
2004-09-15,20.404694,18.88699,22.011261,3.124271
2004-09-25,20.389393,18.870393,21.997514,3.127121
2004-10-04,20.374006,18.853697,21.983696,3.129999
2004-10-14,20.358533,18.836904,21.969805,3.132901
2004-10-23,20.342971,18.820013,21.955839,3.135826
2004-11-02,20.327321,18.803025,21.941795,3.13877
2004-11-11,20.311582,18.785941,21.927669,3.141728
2004-11-21,20.295752,18.768761,21.913461,3.1447
2004-12-01,20.27983,18.751486,21.899167,3.147681
2004-12-10,20.263817,18.734117,21.884785,3.150668
2004-12-20,20.24771,18.716653,21.870312,3.153659
2004-12-29,20.231509,18.699096,21.855746,3.15665
2005-01-08,20.215214,18.681447,21.841084,3.159637
2005-01-17,20.198823,18.663705,21.826323,3.162618
2005-01-27,20.182335,18.645872,21.811462,3.16559
2005-02-05,20.165749,18.627948,21.796497,3.168549
2005-02-15,20.149066,18.609934,21.781426,3.171492
2005-02-24,20.132283,18.59183,21.766246,3.174416
2005-03-06,20.1154,18.573637,21.750955,3.177318
2005-03-15,20.098416,18.555356,21.735551,3.180195
2005-03-25,20.081331,18.536988,21.720031,3.183043
2005-04-03,20.064143,18.518532,21.704392,3.18586
2005-04-13,20.046851,18.49999,21.688632,3.188642
2005-04-22,20.029455,18.481363,21.672748,3.191385
2005-05-02,20.011955,18.46265,21.656739,3.194089
2005-05-11,19.994348,18.443852,21.6406,3.196748
2005-05-21,19.976634,18.424971,21.624331,3.19936
2005-05-30,19.958813,18.406007,21.607929,3.201922
2005-06-09,19.940884,18.386959,21.591391,3.204432
2005-06-18,19.922845,18.36783,21.574715,3.206885
2005-06-28,19.904697,18.348619,21.557898,3.209279
2005-07-07,19.886438,18.329327,21.540939,3.211612
2005-07-17,19.868067,18.309954,21.523834,3.21388
2005-07-26,19.849584,18.290502,21.506582,3.21608
2005-08-05,19.830987,18.27097,21.489181,3.218211
2005-08-14,19.812277,18.251359,21.471627,3.220268
2005-08-24,19.793452,18.23167,21.453919,3.222249
2005-09-02,19.774512,18.211903,21.436055,3.224152
2005-09-12,19.755455,18.192058,21.418032,3.225974
2005-09-21,19.736282,18.172137,21.399849,3.227712
2005-10-01,19.71699,18.152139,21.381502,3.229363
2005-10-10,19.69758,18.132065,21.362991,3.230926
2005-10-20,19.678051,18.111915,21.344313,3.232398
2005-10-29,19.658402,18.091689,21.325466,3.233777
2005-11-08,19.638632,18.071389,21.306448,3.235059
2005-11-17,19.618741,18.051014,21.287257,3.236243
2005-11-27,19.598728,18.030564,21.267891,3.237327
2005-12-06,19.578592,18.010041,21.248349,3.238308
2005-12-16,19.558332,17.989443,21.228628,3.239185
2005-12-25,19.537947,17.968772,21.208726,3.239954
2006-01-04,19.517438,17.948028,21.188643,3.240615
2006-01-13,19.496803,17.92721,21.168375,3.241165
2006-01-23,19.476042,17.906319,21.147922,3.241603
2006-02-01,19.455153,17.885356,21.127282,3.241926
2006-02-11,19.434137,17.864319,21.106454,3.242135
2006-02-20,19.412992,17.84321,21.085434,3.242224
2006-03-02,19.391719,17.822028,21.064224,3.242196
2006-03-11,19.370315,17.800773,21.042819,3.242046
2006-03-21,19.348781,17.779446,21.02122,3.241774
2006-03-30,19.327116,17.758046,20.999426,3.24138
2006-04-09,19.305319,17.736573,20.977433,3.24086
2006-04-18,19.283389,17.715027,20.955242,3.240215
2006-04-28,19.261327,17.693408,20.932852,3.239444
2006-05-07,19.239133,17.671716,20.910263,3.238547
2006-05-17,19.216807,17.649952,20.887478,3.237526
2006-05-26,19.194352,17.628115,20.864498,3.236383
2006-06-05,19.171768,17.606207,20.841327,3.23512
2006-06-14,19.149056,17.584227,20.817965,3.233738
2006-06-24,19.126218,17.562175,20.794415,3.23224
2006-07-03,19.103254,17.540052,20.77068,3.230628
2006-07-13,19.080166,17.517858,20.746761,3.228903
2006-07-22,19.056956,17.495593,20.722662,3.227069
2006-08-01,19.033623,17.473257,20.698383,3.225126
2006-08-10,19.01017,17.450849,20.673929,3.22308
2006-08-20,18.986598,17.428371,20.649301,3.22093
2006-08-29,18.962907,17.405822,20.624502,3.21868
2006-09-08,18.939098,17.383202,20.599533,3.216331
2006-09-17,18.915174,17.36051,20.574399,3.213889
2006-09-27,18.891135,17.337747,20.549101,3.211354
2006-10-06,18.866982,17.314913,20.523642,3.208729
2006-10-16,18.842716,17.292007,20.498025,3.206018
2006-10-25,18.818339,17.269029,20.472252,3.203223
2006-11-04,18.793852,17.245979,20.446326,3.200347
2006-11-13,18.769255,17.222856,20.420249,3.197393
2006-11-23,18.74455,17.199661,20.394025,3.194364
2006-12-02,18.719739,17.176393,20.367657,3.191264
2006-12-12,18.694822,17.153051,20.341146,3.188095
2006-12-21,18.6698,17.129636,20.314497,3.184861
2006-12-31,18.644674,17.106146,20.287711,3.181565
2007-01-09,18.619447,17.082582,20.260792,3.17821
2007-01-19,18.594118,17.058944,20.233743,3.174799
2007-01-28,18.568689,17.035229,20.206566,3.171337
2007-02-07,18.543161,17.011439,20.179265,3.167826
2007-02-16,18.517535,16.987573,20.151842,3.164269
2007-02-26,18.491813,16.963629,20.1243,3.160671
2007-03-07,18.465995,16.939608,20.096643,3.157035
2007-03-17,18.440083,16.91551,20.068874,3.153364
2007-03-26,18.414078,16.891332,20.040995,3.149663
2007-04-05,18.38798,16.867076,20.01301,3.145934
2007-04-14,18.361791,16.842739,19.984921,3.142182
2007-04-24,18.335513,16.818323,19.956732,3.138409
2007-05-03,18.309145,16.793825,19.928446,3.134621
2007-05-13,18.28269,16.769246,19.900067,3.130821
2007-05-22,18.256149,16.744585,19.871596,3.127011
2007-06-01,18.229522,16.719841,19.843037,3.123196
2007-06-10,18.202811,16.695013,19.814394,3.119381
2007-06-20,18.176016,16.670101,19.78567,3.115569
2007-06-29,18.14914,16.645103,19.756867,3.111764
2007-07-09,18.122182,16.62002,19.72799,3.10797
2007-07-18,18.095145,16.594851,19.69904,3.104189
2007-07-28,18.068028,16.569595,19.670022,3.100427
2007-08-06,18.040835,16.54425,19.640938,3.096688
2007-08-16,18.013564,16.518818,19.611792,3.092974
2007-08-25,17.986218,16.493295,19.582586,3.089291
2007-09-04,17.958798,16.467683,19.553325,3.085642
2007-09-13,17.931304,16.44198,19.524011,3.082031
2007-09-23,17.903738,16.416186,19.494647,3.078461
2007-10-02,17.876101,16.390299,19.465237,3.074938
2007-10-12,17.848394,16.364319,19.435783,3.071464
2007-10-21,17.820618,16.338245,19.40629,3.068045
2007-10-31,17.792775,16.312077,19.37676,3.064683
2007-11-09,17.764864,16.285814,19.347195,3.061381
2007-11-19,17.736888,16.259454,19.317601,3.058147
2007-11-28,17.708847,16.232998,19.287979,3.054981
2007-12-08,17.680742,16.206445,19.258332,3.051887
2007-12-17,17.652575,16.179793,19.228664,3.048871
2007-12-27,17.624346,16.153043,19.198978,3.045935
2008-01-05,17.596058,16.126193,19.169277,3.043084
2008-01-15,17.567709,16.099243,19.139564,3.040321
2008-01-24,17.539303,16.072192,19.109842,3.03765
2008-02-03,17.510839,16.045039,19.080115,3.035076
2008-02-12,17.482319,16.017785,19.050384,3.032599
2008-02-22,17.453744,15.990427,19.020653,3.030226
2008-03-02,17.425115,15.962967,18.990925,3.027958
2008-03-12,17.396433,15.935402,18.961204,3.025802
2008-03-21,17.367699,15.907733,18.931491,3.023758
2008-03-31,17.338914,15.879959,18.90179,3.021831
2008-04-09,17.310079,15.852079,18.872103,3.020024
2008-04-19,17.281195,15.824093,18.842434,3.018341
2008-04-28,17.252263,15.796001,18.812785,3.016784
2008-05-08,17.223284,15.767802,18.783159,3.015357
2008-05-17,17.19426,15.739495,18.753559,3.014064
2008-05-27,17.165191,15.71108,18.723987,3.012907
2008-06-05,17.136078,15.682558,18.694446,3.011888
2008-06-15,17.106922,15.653927,18.664939,3.011012
2008-06-25,17.077724,15.625187,18.635468,3.010281
2008-07-04,17.048486,15.596338,18.606036,3.009698
2008-07-14,17.019208,15.567379,18.576645,3.009266
2008-07-23,16.989891,15.538312,18.547298,3.008986
2008-08-02,16.960536,15.509134,18.517996,3.008862
2008-08-11,16.931145,15.479847,18.488744,3.008897
2008-08-21,16.901717,15.450449,18.459542,3.009093
2008-08-30,16.872255,15.420942,18.430393,3.009451
2008-09-09,16.842759,15.391325,18.401299,3.009974
2008-09-18,16.813231,15.361598,18.372263,3.010665
2008-09-28,16.78367,15.331761,18.343286,3.011525
2008-10-07,16.754079,15.301814,18.314372,3.012558
2008-10-17,16.724457,15.271757,18.28552,3.013763
2008-10-26,16.694807,15.241591,18.256735,3.015144
2008-11-05,16.665128,15.211315,18.228017,3.016702
2008-11-14,16.635423,15.180931,18.199369,3.018438
2008-11-24,16.605691,15.150438,18.170792,3.020354
2008-12-03,16.575934,15.119836,18.142287,3.022451
2008-12-13,16.546153,15.089127,18.113858,3.024731
2008-12-23,16.516349,15.05831,18.085505,3.027195
2009-01-01,16.486522,15.027386,18.057231,3.029845
2009-01-11,16.456674,14.996355,18.029035,3.03268
2009-01-20,16.426806,14.965219,18.000921,3.035702
2009-01-30,16.396917,14.933977,17.972889,3.038912
2009-02-08,16.367011,14.902631,17.944942,3.042311
2009-02-18,16.337086,14.87118,17.917079,3.045899
2009-02-27,16.307145,14.839627,17.889303,3.049676
2009-03-09,16.277188,14.807971,17.861615,3.053644
2009-03-18,16.247216,14.776214,17.834015,3.057801
2009-03-28,16.21723,14.744356,17.806506,3.06215
2009-04-06,16.187231,14.712398,17.779088,3.06669
2009-04-16,16.157219,14.680341,17.751761,3.07142
2009-04-25,16.127196,14.648187,17.724528,3.076341
2009-05-05,16.097163,14.615936,17.697388,3.081452
2009-05-14,16.06712,14.58359,17.670343,3.086753
2009-05-24,16.037068,14.551149,17.643394,3.092245
2009-06-02,16.007008,14.518615,17.616541,3.097926
2009-06-12,15.976942,14.485989,17.589785,3.103796
2009-06-21,15.946869,14.453272,17.563126,3.109854
2009-07-01,15.916791,14.420466,17.536566,3.1161
2009-07-10,15.886709,14.387571,17.510104,3.122533
2009-07-20,15.856623,14.35459,17.483741,3.129151
2009-07-29,15.826534,14.321523,17.457478,3.135955
2009-08-08,15.796444,14.288373,17.431314,3.142941
2009-08-17,15.766353,14.25514,17.405251,3.150111
2009-08-27,15.736261,14.221826,17.379289,3.157463
2009-09-05,15.70617,14.188433,17.353427,3.164994
2009-09-15,15.676081,14.154962,17.327667,3.172705
2009-09-24,15.645994,14.121415,17.302008,3.180593
2009-10-04,15.61591,14.087794,17.27645,3.188656
2009-10-13,15.58583,14.054099,17.250993,3.196894
2009-10-23,15.555755,14.020334,17.225638,3.205304
2009-11-01,15.525685,13.986499,17.200385,3.213886
2009-11-11,15.495622,13.952596,17.175233,3.222637
2009-11-20,15.465567,13.918627,17.150182,3.231555
2009-11-30,15.435519,13.884594,17.125233,3.240639
2009-12-09,15.40548,13.850498,17.100384,3.249886
2009-12-19,15.37545,13.816342,17.075637,3.259295
2009-12-28,15.345431,13.782128,17.050991,3.268863
2010-01-07,15.315423,13.747856,17.026445,3.278589
2010-01-16,15.285427,13.71353,17.001999,3.288469
2010-01-26,15.255444,13.67915,16.977654,3.298504
2010-02-04,15.225474,13.644719,16.953408,3.308689
2010-02-14,15.195518,13.610239,16.929262,3.319023
2010-02-23,15.165578,13.575712,16.905214,3.329502
2010-03-05,15.135653,13.541139,16.881266,3.340127
2010-03-14,15.105745,13.506523,16.857415,3.350892
2010-03-24,15.075854,13.471866,16.833663,3.361797
2010-04-02,15.04598,13.437168,16.810007,3.372839
2010-04-12,15.016126,13.402434,16.786449,3.384015
2010-04-21,14.986291,13.367664,16.762987,3.395323
2010-05-01,14.956476,13.33286,16.739621,3.406761
2010-05-10,14.926683,13.298025,16.71635,3.418325
2010-05-20,14.89691,13.26316,16.693174,3.430014
2010-05-29,14.86716,13.228268,16.670092,3.441824
2010-06-08,14.837434,13.193351,16.647104,3.453753
2010-06-17,14.807731,13.158409,16.624209,3.4658
2010-06-27,14.778052,13.123446,16.601406,3.47796
2010-07-06,14.748399,13.088464,16.578696,3.490232
2010-07-16,14.718771,13.053464,16.556076,3.502612
2010-07-25,14.68917,13.018449,16.533548,3.515099
2010-08-04,14.659596,12.98342,16.511109,3.527689
2010-08-13,14.630051,12.948379,16.48876,3.540381
2010-08-23,14.600533,12.913329,16.466499,3.55317
2010-09-01,14.571045,12.878271,16.444327,3.566056
2010-09-11,14.541587,12.843208,16.422242,3.579034
2010-09-20,14.51216,12.808141,16.400243,3.592102
2010-09-30,14.482764,12.773072,16.378331,3.605259
2010-10-09,14.453399,12.738003,16.356504,3.618501
2010-10-19,14.424068,12.702937,16.334761,3.631824
2010-10-28,14.394769,12.667874,16.313103,3.645229
2010-11-07,14.365505,12.632818,16.291528,3.65871
2010-11-16,14.336275,12.597769,16.270035,3.672266
2010-11-26,14.30708,12.56273,16.248625,3.685895
2010-12-05,14.27792,12.527703,16.227295,3.699592
2010-12-15,14.248797,12.492689,16.206046,3.713357
2010-12-24,14.219712,12.457691,16.184877,3.727186
2011-01-03,14.190663,12.42271,16.163787,3.741077
2011-01-12,14.161653,12.387748,16.142775,3.755027
2011-01-22,14.132682,12.352807,16.121841,3.769034
2011-01-31,14.10375,12.317888,16.100985,3.783097
2011-02-10,14.074859,12.282994,16.080204,3.79721
2011-02-19,14.046008,12.248126,16.059499,3.811373
2011-03-01,14.017198,12.213286,16.038869,3.825583
2011-03-10,13.98843,12.178476,16.018313,3.839837
2011-03-20,13.959704,12.143698,15.997831,3.854133
2011-03-29,13.931022,12.108952,15.977422,3.86847
2011-04-08,13.902382,12.074242,15.957085,3.882843
2011-04-17,13.873787,12.039568,15.93682,3.897252
2011-04-27,13.845237,12.004932,15.916625,3.911693
2011-05-06,13.816732,11.970336,15.896501,3.926165
2011-05-16,13.788273,11.935781,15.876446,3.940665
2011-05-25,13.75986,11.90127,15.85646,3.95519
2011-06-04,13.731494,11.866804,15.836542,3.969738
2011-06-13,13.703175,11.832383,15.816692,3.984309
2011-06-22,13.674905,11.798011,15.796909,3.998898
2011-07-02,13.646683,11.763688,15.777192,4.013504
